age,annual_income,employment_length_years,loan_amount,loan_term_months,credit_history_years,num_credit_lines,num_delinquencies_2y,revolving_utilization,debt_to_income,inquiries_6m,home_ownership,loan_purpose,default
66,74095.93,3.1,13864.26,48,11.1,3,0,0.784,0.485,2,MORTGAGE,major_purchase,1
44,12000.0,2.4,21578.85,36,6.2,15,0,0.31,0.566,0,MORTGAGE,home_improvement,0
40,37968.17,13.1,14384.36,12,11.6,5,0,0.17,0.203,1,RENT,credit_card,0
51,24908.55,3.3,20661.39,36,10.4,3,0,0.371,0.143,2,MORTGAGE,debt_consolidation,0
64,67519.27,9.4,8735.69,60,9.5,5,0,0.335,0.401,2,OWN,small_business,0
48,46217.29,3.7,6442.4,24,8.2,7,0,0.359,0.426,0,RENT,debt_consolidation,0
48,54636.81,1.9,23990.74,24,9.0,3,1,0.615,0.814,0,MORTGAGE,credit_card,1
39,17271.52,8.4,13715.59,48,6.8,3,1,0.103,0.348,2,MORTGAGE,small_business,0
36,45687.56,11.0,12280.16,60,16.0,5,0,0.079,0.58,0,MORTGAGE,debt_consolidation,0
33,100039.63,1.9,12648.26,12,10.9,6,0,0.725,0.563,0,RENT,credit_card,0
29,117617.98,7.8,4568.36,36,10.8,1,0,0.615,0.464,3,OWN,medical,0
30,80448.69,4.3,7421.43,12,4.4,6,1,0.653,0.236,0,MORTGAGE,debt_consolidation,0
23,25990.7,17.6,12190.93,24,6.0,8,1,0.196,0.246,2,RENT,debt_consolidation,0
37,108301.14,10.4,30861.94,36,12.4,7,1,0.45,0.319,1,MORTGAGE,major_purchase,0
19,80676.39,14.3,5741.61,36,2.0,3,0,0.503,0.314,0,MORTGAGE,debt_consolidation,0
40,50794.64,3.7,7087.09,36,1.7,6,0,0.297,0.388,0,MORTGAGE,home_improvement,1
38,17787.12,14.8,15543.8,24,21.0,4,0,0.75,0.09,3,MORTGAGE,debt_consolidation,1
40,91535.05,9.0,2581.94,36,2.2,2,0,0.284,0.249,1,MORTGAGE,debt_consolidation,0
32,39116.85,6.0,9704.84,36,0.4,2,1,0.596,0.276,2,RENT,debt_consolidation,1
72,65538.38,8.3,5244.41,48,3.3,6,2,0.391,0.437,2,RENT,credit_card,1
53,56253.11,2.4,39773.23,48,2.8,5,0,0.353,0.315,0,RENT,major_purchase,1
24,126262.36,6.1,17594.31,48,4.5,5,0,0.252,0.657,1,RENT,credit_card,0
41,50566.68,4.3,6277.6,60,3.8,4,0,0.634,0.31,1,MORTGAGE,credit_card,1
31,53727.89,11.1,11470.44,24,0.2,12,0,0.345,0.461,1,MORTGAGE,debt_consolidation,0
27,129086.56,0.7,6113.33,60,6.5,4,0,0.525,0.454,2,MORTGAGE,major_purchase,0
23,37721.21,5.9,5862.33,24,4.9,7,0,0.345,0.411,0,MORTGAGE,credit_card,0
43,84785.31,3.9,5063.06,48,5.2,5,0,0.634,0.375,0,RENT,car,1
31,48570.0,15.7,7175.96,48,10.1,9,1,0.784,0.63,0,RENT,debt_consolidation,0
49,31213.37,4.8,13834.87,48,4.0,4,1,0.439,0.225,0,OWN,major_purchase,0
49,54210.97,4.4,22399.03,48,2.3,9,1,0.362,0.081,2,RENT,credit_card,0
53,79255.95,6.0,5758.17,48,17.8,5,0,0.415,0.086,1,MORTGAGE,medical,0
29,114066.9,8.5,6237.31,36,1.4,3,0,0.54,0.619,1,OWN,major_purchase,0
43,121915.28,1.1,42282.61,12,4.9,5,1,0.372,0.355,1,MORTGAGE,debt_consolidation,1
45,46068.27,1.8,11850.21,36,2.5,6,0,0.192,0.274,0,RENT,small_business,0
33,31477.02,15.8,9128.18,36,5.0,5,0,0.432,0.203,1,RENT,debt_consolidation,1
30,45464.8,6.2,6637.78,24,13.0,3,0,0.292,0.174,2,RENT,debt_consolidation,1
56,28287.01,23.2,7365.27,36,11.6,8,0,0.414,0.465,0,MORTGAGE,credit_card,0
41,48071.16,2.6,11255.8,48,5.3,5,0,0.616,0.319,1,MORTGAGE,home_improvement,1
45,44895.11,7.8,21787.55,36,8.6,3,1,0.409,0.559,1,RENT,credit_card,1
29,80831.31,6.3,5591.69,60,9.0,7,0,0.218,0.209,1,OWN,small_business,0
25,16102.59,12.9,9453.74,36,5.2,4,0,0.345,0.669,0,OWN,credit_card,0
32,36189.19,1.5,31957.86,24,5.9,3,1,0.717,0.409,2,MORTGAGE,major_purchase,1
37,36350.56,15.9,4358.33,36,10.3,7,0,0.562,0.337,2,OWN,medical,0
26,104080.51,5.9,23362.53,24,9.0,3,0,0.602,0.314,0,RENT,credit_card,0
38,29359.92,5.1,38524.92,48,12.8,6,0,0.453,0.289,1,RENT,major_purchase,0
19,61369.09,7.7,11210.11,24,2.0,4,0,0.452,0.154,2,RENT,debt_consolidation,0
26,50489.94,4.9,24089.82,36,8.6,6,1,0.431,0.438,1,MORTGAGE,credit_card,0
45,96150.83,6.0,3464.31,60,7.2,4,2,0.295,0.524,1,MORTGAGE,major_purchase,1
45,75185.04,11.8,9314.07,36,2.8,4,0,0.447,0.042,2,RENT,car,0
34,57912.24,2.4,20897.6,36,7.5,4,0,0.14,0.515,3,RENT,debt_consolidation,0
27,39932.0,7.5,4603.5,24,7.4,4,0,0.33,0.23,1,RENT,medical,1
27,19559.41,7.7,23970.97,48,10.0,5,0,0.242,0.383,0,MORTGAGE,credit_card,1
34,62062.49,16.4,49726.31,36,2.3,8,0,0.587,0.296,0,OWN,major_purchase,0
45,72531.0,4.2,7065.85,60,8.0,5,0,0.64,0.252,2,RENT,major_purchase,0
48,22784.21,0.3,17077.48,24,11.0,3,2,0.104,0.437,5,MORTGAGE,medical,1
33,27486.99,3.7,19496.76,12,3.8,1,0,0.682,0.612,0,OWN,credit_card,1
25,62241.76,3.0,28651.51,36,5.7,5,0,0.359,0.325,1,RENT,debt_consolidation,1
41,65285.68,14.6,5511.16,12,15.8,6,0,0.316,0.561,1,MORTGAGE,small_business,1
29,31418.24,0.2,7389.93,36,1.9,6,0,0.128,0.228,0,MORTGAGE,major_purchase,0
32,39508.23,10.7,16116.04,36,6.0,8,2,0.395,0.065,0,RENT,other,0
53,19730.7,6.9,11551.62,24,8.9,3,1,0.182,0.117,0,RENT,car,0
47,115554.22,1.8,32639.61,60,0.5,6,1,0.738,0.236,2,RENT,home_improvement,1
40,26504.48,7.2,9104.87,36,8.3,2,0,0.598,0.048,0,RENT,small_business,1
24,73002.04,1.0,8477.89,24,3.5,5,0,0.452,0.541,2,RENT,debt_consolidation,0
40,53144.59,8.8,13652.49,12,22.4,6,1,0.088,0.59,1,OWN,credit_card,0
50,110114.55,5.0,13464.54,36,13.5,1,0,0.303,0.347,1,RENT,small_business,0
34,35040.52,0.6,10174.14,48,4.1,4,0,0.349,0.118,3,MORTGAGE,credit_card,1
53,56032.6,1.7,6292.91,24,6.8,4,0,0.526,0.229,0,MORTGAGE,credit_card,0
52,21287.28,9.0,11910.92,36,1.8,7,0,0.039,0.08,2,RENT,car,1
56,18653.89,16.9,14445.37,60,14.2,1,0,0.282,0.326,1,MORTGAGE,home_improvement,1
41,75205.79,17.2,6567.47,36,0.9,3,1,0.199,0.395,2,RENT,debt_consolidation,1
44,20297.15,11.0,5530.63,36,6.9,6,0,0.605,0.246,3,RENT,car,0
54,47785.64,1.3,13662.42,36,5.4,2,0,0.157,0.048,1,MORTGAGE,debt_consolidation,0
43,94486.52,12.2,70032.85,36,8.9,5,0,0.657,0.117,1,RENT,debt_consolidation,0
32,81689.17,18.6,23376.28,60,6.4,5,0,0.79,0.245,2,OWN,debt_consolidation,0
33,37589.42,14.5,9784.92,48,3.7,1,0,0.346,0.188,3,OWN,debt_consolidation,1
41,22613.97,7.0,9672.28,12,4.6,6,0,0.511,0.333,1,RENT,credit_card,0
24,71698.29,2.1,12140.79,12,7.0,4,1,0.412,0.358,1,MORTGAGE,credit_card,1
36,113350.63,11.8,7732.34,12,2.3,2,1,0.452,0.258,3,MORTGAGE,major_purchase,0
50,37637.98,5.3,14022.9,36,11.1,3,0,0.229,0.161,0,RENT,credit_card,0
18,34828.03,5.3,4554.05,36,1.0,6,0,0.454,0.254,3,RENT,medical,1
55,40591.09,5.5,8377.87,48,7.9,5,0,0.182,0.495,1,RENT,credit_card,0
50,74190.01,5.6,24930.62,36,7.8,5,1,0.336,0.552,2,MORTGAGE,home_improvement,1
33,106477.04,2.0,16937.64,60,16.0,5,1,0.346,0.462,1,RENT,small_business,1
44,27397.75,4.1,16698.95,48,2.8,7,0,0.073,0.518,2,RENT,credit_card,0
38,23764.43,15.8,21688.36,60,4.0,4,0,0.535,0.352,0,MORTGAGE,debt_consolidation,0
52,196221.22,5.4,9034.85,24,14.9,2,0,0.887,0.752,2,RENT,medical,0
49,49142.15,3.9,4770.3,36,9.7,6,1,0.392,0.484,2,MORTGAGE,debt_consolidation,0
23,62261.03,2.6,12460.25,24,6.0,4,0,0.794,0.199,0,MORTGAGE,debt_consolidation,0
44,37028.31,2.5,14580.3,48,3.7,9,0,0.201,0.219,1,OWN,home_improvement,1
36,70932.16,9.0,31207.14,48,15.8,5,0,0.368,0.447,1,MORTGAGE,debt_consolidation,0
39,91861.15,6.8,7255.38,36,1.5,6,1,0.332,0.086,2,MORTGAGE,small_business,0
30,63888.07,6.3,9437.49,24,4.3,5,0,0.506,0.292,1,MORTGAGE,car,1
57,141134.97,8.8,22342.56,24,7.6,9,1,0.17,0.18,1,OWN,major_purchase,0
49,45265.05,10.7,18803.6,48,10.4,8,0,0.189,0.305,2,RENT,debt_consolidation,0
30,46883.2,5.7,4566.09,36,4.5,6,0,0.81,0.482,0,MORTGAGE,debt_consolidation,0
23,61529.59,9.7,22088.05,36,4.2,2,1,0.546,0.292,1,MORTGAGE,other,0
34,69963.5,3.3,31324.24,36,6.3,6,1,0.817,0.4,2,MORTGAGE,debt_consolidation,1
43,61412.64,11.8,8112.12,36,10.2,7,0,0.195,0.428,1,MORTGAGE,car,0
41,26730.8,4.8,22039.26,60,12.7,5,1,0.508,0.636,1,RENT,debt_consolidation,1
52,64336.56,17.1,16484.97,36,3.9,4,1,0.106,0.366,0,RENT,debt_consolidation,0
47,44099.54,5.3,6630.08,36,6.4,2,0,0.414,0.477,1,OWN,debt_consolidation,0
49,39358.32,2.2,5071.05,60,12.2,3,0,0.488,0.485,2,RENT,debt_consolidation,1
42,55152.93,6.9,14089.83,36,7.5,4,1,0.635,0.386,0,MORTGAGE,credit_card,0
23,31925.57,5.1,21474.42,24,5.5,5,0,0.3,0.1,1,RENT,credit_card,0
36,29014.03,1.7,8930.16,36,8.9,4,1,0.296,0.265,2,RENT,car,0
50,12855.05,17.7,5438.39,48,7.0,5,0,0.662,0.776,2,MORTGAGE,credit_card,1
37,141631.02,4.9,3005.8,24,3.6,4,0,0.396,0.208,0,RENT,debt_consolidation,0
44,73544.96,1.7,11898.84,24,9.3,7,0,0.182,0.441,4,RENT,home_improvement,1
34,50806.51,5.0,7020.74,12,6.5,7,0,0.03,0.458,0,MORTGAGE,debt_consolidation,0
27,37534.93,3.4,6692.37,48,9.0,3,1,0.34,0.085,2,RENT,debt_consolidation,0
37,12000.0,3.8,30573.95,24,18.5,10,2,0.407,0.684,1,OWN,debt_consolidation,1
41,36290.42,7.4,17424.04,60,17.5,3,1,0.385,0.121,1,MORTGAGE,credit_card,0
31,80316.19,3.0,16599.75,36,3.7,6,2,0.238,0.509,0,OWN,credit_card,1
35,90961.89,10.6,10622.17,60,9.5,1,0,0.103,0.166,2,MORTGAGE,debt_consolidation,0
28,77131.0,3.3,15117.52,36,1.8,7,1,0.048,0.446,0,MORTGAGE,debt_consolidation,0
50,59107.65,2.5,13211.02,60,8.3,3,0,0.422,0.559,0,RENT,major_purchase,1
35,110982.83,6.0,8919.91,60,3.2,6,0,0.42,0.016,3,MORTGAGE,debt_consolidation,0
54,45220.44,1.3,10826.67,24,7.4,7,0,0.495,0.358,5,MORTGAGE,credit_card,0
55,98405.69,5.0,22914.09,24,18.3,5,0,0.292,0.371,2,MORTGAGE,debt_consolidation,1
37,43847.79,4.5,13547.2,36,7.9,6,0,0.736,0.121,0,MORTGAGE,credit_card,0
27,33368.66,4.1,46390.46,36,2.2,9,0,0.508,0.362,0,MORTGAGE,credit_card,1
18,31158.98,2.0,23799.51,36,1.0,4,0,0.252,0.56,2,RENT,debt_consolidation,1
22,30167.7,3.0,10537.4,24,4.2,2,0,0.415,0.469,0,MORTGAGE,debt_consolidation,0
23,77845.97,10.7,12486.48,48,6.0,7,0,0.703,0.397,2,RENT,credit_card,0
53,36007.77,2.5,11095.83,24,9.5,4,0,0.282,0.156,1,RENT,home_improvement,1
39,30694.36,12.1,25647.07,24,6.4,4,0,0.375,0.334,1,RENT,home_improvement,0
42,80222.1,9.3,5459.15,48,9.3,2,1,0.322,0.154,1,OWN,home_improvement,0
18,64885.78,4.6,10186.77,12,1.0,6,0,0.191,0.581,1,MORTGAGE,car,0
25,91989.12,12.3,16812.33,48,2.6,8,0,0.545,0.742,0,OWN,credit_card,1
48,71820.82,7.6,15218.66,24,21.1,2,0,0.244,0.307,2,MORTGAGE,debt_consolidation,0
41,35803.06,4.7,27023.42,48,5.0,6,0,0.405,0.149,1,MORTGAGE,debt_consolidation,1
36,56492.11,2.8,8627.98,48,19.0,7,1,0.367,0.495,1,MORTGAGE,debt_consolidation,0
44,58036.25,5.2,4306.93,36,4.8,5,0,0.399,0.388,0,RENT,credit_card,0
56,32678.18,15.0,14940.76,36,17.9,8,0,0.529,0.362,0,RENT,home_improvement,0
36,29509.17,5.2,12477.78,24,12.0,10,1,0.227,0.215,1,MORTGAGE,medical,0
39,37257.3,17.5,14524.68,48,7.7,2,0,0.587,0.352,1,RENT,small_business,1
40,166062.63,3.8,8774.23,24,15.2,4,0,0.076,0.366,2,RENT,medical,0
64,43173.87,10.1,16020.22,60,6.8,1,0,0.664,0.12,1,OWN,credit_card,0
18,106732.05,14.8,9554.86,48,1.0,7,0,0.363,0.717,0,MORTGAGE,major_purchase,0
46,41866.31,4.3,16579.74,48,7.8,9,0,0.192,0.456,0,RENT,credit_card,0
37,88332.32,2.8,10137.75,60,9.8,4,1,0.385,0.308,3,RENT,credit_card,1
44,88998.11,0.4,28480.56,48,2.8,2,0,0.479,0.216,2,MORTGAGE,medical,0
31,91484.49,4.7,3803.86,24,7.1,8,0,0.036,0.443,2,RENT,car,1
37,67057.45,8.7,3792.23,36,4.8,11,0,0.222,0.394,0,RENT,home_improvement,0
46,115560.75,2.7,16309.13,36,0.8,4,1,0.56,0.455,0,OWN,credit_card,0
72,66708.97,3.6,4540.99,36,13.1,4,1,0.298,0.373,1,MORTGAGE,credit_card,1
47,139029.49,6.8,12130.5,12,2.8,6,0,0.61,0.474,0,OWN,credit_card,0
29,22226.58,9.7,8206.28,24,6.6,5,0,0.377,0.177,1,MORTGAGE,major_purchase,0
33,65614.86,6.8,24582.54,48,7.5,3,0,0.186,0.676,1,MORTGAGE,other,0
33,63311.86,2.6,11332.76,48,7.7,5,0,0.151,0.463,0,MORTGAGE,credit_card,0
18,32367.63,3.6,8029.61,60,1.0,4,2,0.381,0.238,1,MORTGAGE,credit_card,1
34,74516.16,2.7,30072.49,60,5.8,2,1,0.69,0.28,1,RENT,debt_consolidation,0
46,23871.83,6.4,16112.15,60,4.1,5,0,0.244,0.277,2,MORTGAGE,debt_consolidation,0
24,37805.07,3.3,5593.42,36,4.1,4,0,0.608,0.229,2,MORTGAGE,credit_card,0
50,18042.79,2.9,3464.78,36,14.2,7,0,0.887,0.248,0,MORTGAGE,debt_consolidation,0
43,127675.17,2.7,24226.61,36,6.9,2,0,0.18,0.485,1,OWN,credit_card,0
30,47698.14,16.4,13374.59,60,13.0,5,0,0.364,0.686,3,RENT,small_business,1
36,178400.49,6.6,18374.85,48,6.3,2,0,0.675,0.32,0,MORTGAGE,home_improvement,1
56,84256.62,12.8,22143.59,48,11.8,5,0,0.47,0.391,0,RENT,home_improvement,0
46,69317.59,12.1,15689.47,48,1.3,1,0,0.695,0.16,1,MORTGAGE,debt_consolidation,1
38,39244.82,12.4,13161.68,48,6.3,4,0,0.158,0.03,1,MORTGAGE,major_purchase,0
35,30470.29,10.9,10235.49,60,11.9,5,0,0.389,0.425,1,MORTGAGE,debt_consolidation,0
39,72231.71,17.7,14190.91,48,7.5,4,1,0.21,0.184,1,MORTGAGE,car,0
32,52086.82,6.5,8998.29,48,3.9,8,0,0.424,0.11,1,MORTGAGE,debt_consolidation,0
18,25936.37,6.6,24406.53,48,1.0,4,0,0.551,0.102,0,RENT,home_improvement,0
60,23522.86,6.8,16717.1,36,3.9,4,0,0.692,0.279,4,MORTGAGE,car,1
40,31975.11,1.3,26664.61,36,0.7,6,0,0.425,0.446,1,MORTGAGE,major_purchase,1
42,147492.41,3.5,13383.75,36,2.0,5,0,0.17,0.262,0,OWN,home_improvement,0
37,183011.24,11.2,11503.19,48,4.5,5,0,0.288,0.402,1,MORTGAGE,home_improvement,0
30,60642.06,4.8,10402.6,24,5.5,3,0,0.568,0.393,2,RENT,major_purchase,0
36,58801.26,11.0,30540.15,36,10.4,6,1,0.735,0.487,0,RENT,debt_consolidation,0
20,45027.28,5.2,5388.36,36,3.0,6,0,0.336,0.178,2,MORTGAGE,car,0
63,32403.87,14.9,3619.52,60,9.5,8,0,0.295,0.395,0,MORTGAGE,major_purchase,0
24,115421.8,13.1,9755.13,36,5.6,5,1,0.24,0.36,3,MORTGAGE,credit_card,1
27,151822.45,2.6,10285.67,24,4.0,1,0,0.52,0.783,0,OWN,car,0
33,33144.08,1.4,21293.52,48,0.6,5,0,0.313,0.143,1,RENT,major_purchase,1
52,51763.41,1.9,25256.82,36,6.4,4,0,0.49,0.466,1,OWN,credit_card,0
38,42301.32,1.4,10175.36,48,3.6,5,1,0.509,0.274,0,RENT,credit_card,0
24,42996.26,7.6,8562.43,60,3.0,8,0,0.609,0.073,1,RENT,credit_card,1
52,104010.75,7.2,2596.69,24,34.6,9,0,0.364,0.139,0,OWN,car,0
46,26328.87,7.2,45379.88,12,22.1,3,0,0.654,0.263,1,RENT,home_improvement,1
44,70021.55,6.4,15988.26,48,10.3,6,0,0.457,0.63,7,MORTGAGE,debt_consolidation,1
46,80864.56,8.2,24410.28,48,23.0,6,0,0.213,0.561,1,MORTGAGE,car,0
64,50102.03,2.5,21291.29,24,19.5,6,0,0.116,0.801,2,MORTGAGE,credit_card,0
62,88538.02,16.1,3747.55,60,11.8,4,0,0.16,0.29,0,RENT,major_purchase,0
30,58759.52,8.6,8161.91,60,1.3,5,0,0.079,0.561,2,MORTGAGE,major_purchase,1
56,105812.24,2.2,10965.71,48,4.7,2,0,0.609,0.277,1,RENT,medical,0
42,23453.78,3.2,9925.28,12,3.0,6,0,0.374,0.056,5,MORTGAGE,credit_card,0
43,44719.89,7.6,18193.48,24,12.8,3,2,0.128,0.644,1,MORTGAGE,debt_consolidation,0
19,52078.26,14.0,4897.48,36,1.5,5,0,0.603,0.173,1,OWN,debt_consolidation,0
36,12460.09,3.2,8522.57,12,8.1,8,1,0.385,0.178,1,MORTGAGE,home_improvement,1
29,29813.78,2.6,10953.08,48,2.9,5,1,0.111,0.463,0,MORTGAGE,small_business,0
47,34631.55,10.5,6228.58,12,11.1,6,0,0.611,0.596,1,RENT,debt_consolidation,1
50,91264.15,10.9,19361.0,24,3.9,2,0,0.291,0.332,1,MORTGAGE,debt_consolidation,0
18,36725.85,4.9,13036.92,36,1.0,5,0,0.188,0.407,0,MORTGAGE,credit_card,0
38,34546.33,2.7,22721.31,36,2.8,5,0,0.386,0.253,1,MORTGAGE,small_business,1
50,84932.93,3.8,37053.29,24,4.5,4,0,0.13,0.286,2,RENT,credit_card,0
36,22251.15,17.7,9845.9,60,0.9,6,1,0.356,0.146,0,RENT,debt_consolidation,1
46,17340.77,19.8,18241.9,60,4.6,7,0,0.104,0.472,0,MORTGAGE,other,0
42,44405.75,10.3,3503.8,36,11.8,6,0,0.06,0.481,3,RENT,medical,0
42,24434.74,8.4,4548.85,24,4.9,5,0,0.705,0.685,2,MORTGAGE,debt_consolidation,1
35,24951.18,4.9,13267.05,48,2.3,4,0,0.4,0.149,1,RENT,home_improvement,0
25,74264.52,11.6,9077.73,60,8.0,3,0,0.728,0.433,2,MORTGAGE,major_purchase,0
26,87709.51,3.1,28794.58,60,9.0,6,0,0.538,0.523,0,MORTGAGE,major_purchase,0
46,83606.4,4.3,15878.26,36,16.2,5,1,0.76,0.128,1,MORTGAGE,credit_card,0
38,99690.65,3.9,4634.95,24,12.6,5,2,0.388,0.123,1,RENT,debt_consolidation,1
36,107218.48,3.8,13157.26,48,6.0,5,0,0.23,0.296,1,MORTGAGE,major_purchase,0
33,16802.37,1.8,8342.3,36,8.3,3,0,0.02,0.303,1,MORTGAGE,debt_consolidation,0
35,69405.86,1.0,24410.02,36,12.3,2,0,0.206,0.641,0,MORTGAGE,debt_consolidation,1
50,40486.16,5.0,9674.14,24,1.9,6,0,0.413,0.477,0,RENT,debt_consolidation,0
34,35915.23,14.0,9012.7,24,4.5,2,1,0.122,0.132,1,RENT,home_improvement,0
23,73734.64,11.3,6023.72,36,4.4,10,0,0.724,0.073,0,RENT,major_purchase,0
46,20917.42,7.2,5494.45,24,18.8,6,1,0.714,0.426,1,OWN,small_business,0
36,20679.34,5.5,6815.78,36,5.9,4,1,0.421,0.236,2,RENT,debt_consolidation,0
38,76762.0,18.4,19576.81,48,6.9,4,0,0.137,0.328,0,MORTGAGE,debt_consolidation,0
56,70847.31,7.9,30391.37,60,2.3,4,0,0.904,0.494,3,MORTGAGE,credit_card,0
38,58407.7,3.7,29012.47,12,8.9,8,0,0.062,0.295,2,MORTGAGE,debt_consolidation,0
41,33391.2,5.7,14526.33,48,2.2,4,1,0.321,0.263,1,OWN,debt_consolidation,0
25,81560.98,13.1,6856.86,24,0.4,6,0,0.552,0.344,0,RENT,debt_consolidation,0
36,78760.48,1.0,5230.86,60,10.5,8,1,0.179,0.305,0,MORTGAGE,credit_card,0
45,56778.75,11.9,12599.26,48,11.6,3,0,0.119,0.349,1,MORTGAGE,major_purchase,0
21,28352.58,5.5,5992.29,36,3.2,1,1,0.421,0.666,0,RENT,home_improvement,1
40,42877.97,4.8,36856.45,36,23.0,10,1,0.144,0.406,0,MORTGAGE,car,0
39,85888.78,3.1,17361.68,48,12.7,8,1,0.623,0.55,2,OWN,debt_consolidation,1
38,112415.28,7.1,10994.57,36,8.7,2,0,0.226,0.29,1,RENT,credit_card,0
49,45270.23,7.5,12661.14,60,10.1,4,0,0.143,0.682,1,RENT,credit_card,0
42,47225.06,5.8,10950.77,60,4.4,6,0,0.567,0.177,1,MORTGAGE,credit_card,0
54,49566.53,3.3,21093.8,12,2.1,8,1,0.163,0.442,1,MORTGAGE,debt_consolidation,0
27,63018.98,8.4,13390.71,48,9.2,4,0,0.178,0.539,1,RENT,debt_consolidation,0
39,39356.36,14.3,7446.04,48,4.3,4,1,0.333,0.241,2,RENT,credit_card,1
39,12000.0,13.8,13464.29,48,13.2,5,1,0.622,0.415,1,OWN,credit_card,1
26,104403.97,3.6,9549.31,60,6.5,7,0,0.271,0.262,2,RENT,debt_consolidation,0
49,145376.02,3.4,8636.22,36,6.6,4,0,0.124,0.595,1,RENT,major_purchase,0
64,38683.95,6.2,8985.61,24,12.0,5,0,0.215,0.416,0,RENT,credit_card,0
38,30131.93,2.0,9956.81,48,5.9,7,0,0.469,0.352,0,MORTGAGE,credit_card,0
44,50241.4,7.8,1928.66,36,5.8,4,1,0.502,0.158,0,MORTGAGE,credit_card,1
39,48867.75,3.6,15265.42,36,5.5,7,0,0.465,0.35,0,MORTGAGE,car,1
30,93670.18,3.1,16401.89,36,4.5,3,0,0.069,0.362,0,RENT,small_business,0
18,55829.17,11.4,5838.8,24,1.0,5,0,0.724,0.831,0,MORTGAGE,major_purchase,1
30,35033.41,2.3,4285.64,48,5.6,4,1,0.693,0.395,0,MORTGAGE,debt_consolidation,1
23,26235.66,8.7,26116.65,60,6.0,5,1,0.056,0.139,1,RENT,other,1
57,87212.14,1.0,39886.25,60,7.8,7,0,0.478,0.56,1,RENT,debt_consolidation,1
37,75337.34,15.6,10389.4,24,5.7,4,0,0.564,0.203,3,OWN,medical,0
34,97081.68,5.7,21521.76,36,6.8,6,1,0.143,0.771,2,RENT,debt_consolidation,0
48,31808.77,1.6,9969.16,48,20.8,5,0,0.31,0.424,0,OWN,debt_consolidation,0
26,148916.39,5.5,12378.92,36,9.0,5,0,0.188,0.356,5,RENT,other,0
30,20763.83,17.0,8594.81,12,12.3,5,0,0.291,0.06,0,RENT,medical,0
39,80039.9,2.0,17203.48,36,0.7,1,0,0.371,0.139,0,MORTGAGE,car,0
49,18953.23,8.7,13243.09,48,11.5,4,0,0.104,0.431,1,OWN,medical,0
44,35077.59,6.7,25487.89,36,11.8,7,0,0.317,0.635,1,MORTGAGE,home_improvement,0
41,127843.56,3.5,8983.69,48,16.9,3,1,0.483,0.198,2,RENT,other,0
39,85583.72,5.8,14401.2,36,7.1,13,0,0.313,0.286,0,RENT,car,0
42,40117.94,5.8,17724.89,60,8.1,2,0,0.204,0.155,3,MORTGAGE,medical,0
40,40726.72,0.8,14454.18,60,21.7,5,0,0.418,0.041,1,MORTGAGE,other,0
27,57259.12,2.8,13481.93,36,10.0,5,0,0.217,0.487,2,RENT,home_improvement,0
39,71881.74,4.0,26281.93,36,6.1,5,0,0.175,0.26,0,RENT,credit_card,0
26,107836.2,13.7,5888.83,36,9.0,4,0,0.469,0.398,0,RENT,debt_consolidation,0
39,42153.43,20.6,15644.31,24,7.1,6,0,0.392,0.14,4,RENT,credit_card,0
33,22326.25,1.6,7160.08,36,7.2,8,0,0.399,0.176,0,RENT,debt_consolidation,0
66,59061.39,9.6,6527.18,24,4.6,3,0,0.309,0.566,0,MORTGAGE,debt_consolidation,1
38,42125.69,1.4,8752.84,24,4.4,8,0,0.243,0.165,1,MORTGAGE,home_improvement,0
23,26493.41,17.9,13627.15,24,3.2,3,0,0.353,0.058,1,RENT,debt_consolidation,0
37,63813.36,7.3,14575.38,24,20.0,5,0,0.352,0.278,1,MORTGAGE,major_purchase,0
44,48184.25,4.8,9534.73,36,9.9,6,1,0.3,0.335,0,MORTGAGE,debt_consolidation,1
56,64124.5,3.9,17884.16,24,10.3,3,0,0.709,0.437,1,RENT,credit_card,0
32,33125.4,5.5,18737.85,48,10.1,2,0,0.501,0.437,2,RENT,other,1
21,70805.42,3.1,32839.08,60,4.0,4,0,0.614,0.327,0,RENT,credit_card,1
47,26254.59,4.4,8572.34,36,1.9,1,1,0.244,0.168,1,MORTGAGE,debt_consolidation,0
23,34363.41,2.1,6988.88,60,6.0,2,0,0.469,0.514,0,RENT,debt_consolidation,0
33,47400.93,8.0,11715.89,24,1.0,5,0,0.41,0.143,1,RENT,major_purchase,0
35,141209.53,4.0,4763.12,12,9.6,6,1,0.191,0.223,0,MORTGAGE,other,0
37,83420.88,6.1,41451.01,48,6.7,7,0,0.399,0.229,2,MORTGAGE,credit_card,0
46,97973.85,12.6,9025.41,60,10.2,5,0,0.25,0.313,0,MORTGAGE,debt_consolidation,0
30,118112.44,8.7,6792.48,36,2.6,5,0,0.531,0.418,0,RENT,car,0
35,392997.16,2.7,11443.62,48,18.0,5,0,0.588,0.74,1,MORTGAGE,medical,0
38,55429.87,8.2,11599.78,48,17.5,6,0,0.376,0.441,0,RENT,credit_card,1
40,118328.57,6.4,12642.0,48,10.7,4,1,0.3,0.144,0,RENT,home_improvement,0
39,94556.18,0.8,14415.37,36,6.1,5,1,0.396,0.527,2,RENT,credit_card,0
43,93696.67,8.3,6138.14,24,1.9,4,2,0.775,0.205,0,MORTGAGE,credit_card,1
47,143750.12,5.7,13524.67,12,30.0,4,0,0.212,0.816,1,OWN,credit_card,0
